,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
1952-12-31,0.9753379,1.0307288,1.024591,0.9915327,0.9035072,0.8893965,0.97772115,0.9828054
1953-12-31,0.97398436,1.0296521,1.0217098,0.9915327,0.9612232,0.88734394,0.9769214,0.9902236
1954-12-31,0.9744578,1.0270891,1.0242393,0.9918402,0.98770887,0.88192904,0.97708935,0.99390805
1955-12-31,0.973204,1.0253031,1.0333214,0.9921476,0.96476877,0.88434273,0.97784317,0.9917667
1956-12-31,0.9696862,1.0242327,1.0259726,0.9919622,0.9316721,0.930551,0.9779028,0.9872409
1957-12-31,0.963264,1.0209737,1.0075272,0.991865,0.93893504,0.9630507,0.97825325,0.98516846
1958-12-31,0.9648064,1.0230942,0.99078274,0.9921709,0.9634033,0.90566236,0.9786321,0.98361105
1959-12-31,0.9710729,1.0244393,0.9862422,0.99140614,0.94639885,0.8477713,0.97899514,0.9784316
1960-12-31,0.97758305,1.0223596,0.9967591,0.99140614,0.9534412,0.88763916,0.9789763,0.984033
1961-12-31,0.98048675,1.0203413,1.002261,0.99140614,0.96345925,0.8442378,0.9789763,0.9842086
1962-12-31,0.9831196,1.019227,1.0042347,0.9911499,0.9835359,0.84853137,0.9789763,0.98790824
1963-12-31,0.9872417,1.0197499,1.0014446,0.99056494,0.9790229,0.96515036,0.9789763,0.9936476
1964-12-31,0.98817164,1.0217634,0.989907,0.9901123,0.9837693,0.9641283,0.97948164,0.9928503
1965-12-31,0.98854905,1.022795,1.0104644,0.99031585,0.9771943,1.0276651,0.9800544,0.9991872
1966-12-31,0.9895237,1.0283499,1.0194834,0.98982,0.9357062,0.9815795,0.98089206,0.9934709
1967-12-31,0.9927153,1.0356306,1.0232707,0.98990333,0.9386165,0.99826276,0.9815834,0.99755394
1968-12-31,0.9992078,1.0341665,1.0330967,0.9895447,0.9599281,0.8556559,0.9827078,0.995629
1969-12-31,0.999189,1.0345519,1.0367293,0.9895447,0.96401596,0.83226013,0.98300713,0.99572766
1970-12-31,0.98957986,1.030662,1.0269467,0.9896823,0.9921992,0.9152459,0.984532,1.0004638
1971-12-31,0.9882231,1.0271626,1.019016,0.990198,1.0244704,1.0007377,0.9864853,1.0077691
1972-12-31,0.99113923,1.0251507,1.0179055,0.99034154,1.0122936,1.0182538,0.987163,1.0068511
1973-12-31,0.99299604,1.0214704,1.0395588,0.99034154,0.9974033,1.0242609,0.98757225,1.0082961
1974-12-31,0.9929403,1.0190318,1.0414528,0.9912929,0.99867636,0.95505536,0.98746973,1.004746
1975-12-31,1.0023077,1.0230333,1.0224738,0.9917538,0.98170036,0.92967784,0.9872366,0.99996746
